Scheme_Name	Asset_Value
-	SBI Debt Fund Series - C - 32 (380 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 32 (380 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 32 - (380 Days) - Direct Plan - Growth
-	SBI Debt Fund Series C - 32 - (380 Days) - Regular Plan - Growth
-	SBI Debt Fund Series - C - 33 (1216 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 33 (1216 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 33 (1216 Days) - Direct Plan - Growth
-	SBI Debt Fund Series C - 33 (1216 Days) - Regular Plan - Growth
-	SBI Debt Fund Series - C - 34 (1211 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 34 (1211 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI DEBT FUND SERIES C - 34 (1211 DAYS) - DIRECT PLAN - GROWTH
-	SBI DEBT FUND SERIES C - 34 (1211 DAYS) - REGULAR PLAN - GROWTH
-	SBI Debt Fund Series - C - 35 (376 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 35 (376 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 35 (376 Days) - Direct Plan - Growth
-	SBI Debt Fund Series C - 35 (376 Days) - Regular Plan - Growth
-	SBI Debt Fund Series - C - 38 (389 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 38 (389 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 38 (389 Days) - Direct Plan - Growth
-	SBI Debt Fund Series C - 38 (389 Days) - Regular Plan - Growth
-	SBI Debt Fund Series - C - 40 (1177 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 40 (1177 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 40 - (1177 Days) - Regular Plan - Growth
-	SBI Debt Fund Series C - 40- (1177 Days) - Direct Plan - Growth
-	SBI Debt Fund Series - C - 41 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 41 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 41 (1178 Days) - Direct Plan - Growth
-	SBI Debt Fund Series C - 41 (1178 Days) - Regular Plan - Growth
-	SBI Debt Fund Series - C - 43 (384 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 43 (384 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 43 (384 Days) - Direct Plan - Growth
-	SBI Debt Fund Series C - 43 (384 Days) - Regular Plan - Growth
-	SBI Debt Fund Series - C - 44 (378 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 44 (378 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 44 (378 Days) - Direct Plan - Growth
-	SBI Debt Fund Series C - 44 (378 Days) - Regular Plan - Growth
-	SBI Debt Fund Series - C - 46 (376 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 46 (376 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 46 (376 Days) - Direct Plan- Growth
-	SBI Debt Fund Series C - 46 (376 Days) - Regular Plan - Growth
-	SBI Debt Fund Series C - 48 (385 Days) - Direct Plan - Growth
-	SBI Debt Fund Series C - 48 (385 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 48 (385 Days) - Regular Plan - Growth
-	SBI Debt Fund Series C - 48 (385 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 49 (390 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 49 (390 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 49 (390 Days) - Direct Plan - Growth
-	SBI Debt Fund Series C - 49 (390 Days) - Regular Plan - Growth
-	SBI Debt Fund Series - C - 50 (383 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series - C - 50 (383 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Debt Fund Series C - 50 (383 Days) - Direct Plan - Growth
-	SBI Debt Fund Series C - 50 (383 Days) - Regular Plan - Growth
-	SBI Dual Advantage Fund - Series XXX - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Dual Advantage Fund - Series XXX - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Dual Advantage Fund Series XXX - Direct Plan - Growth
-	SBI Dual Advantage Fund Series XXX - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Direct  Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 20 (1109 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 20 (1109 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 20(1109 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 20(1109 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 24 (1107 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 24 (1107 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 24 (1107) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 24 (1107) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan -Income Distribution Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Income Distribution Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Direct Plan - Income Distribution Cum Withdrawal (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Regular Plan - Income Distribution Cum Withdrawal (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Regular Plan - Income  Distribution Cum Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - Income Distribution cum Capital withdrawal option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Income Distribution cum Capital withdrawal option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Direct Plan - Income Distribution cum Capital Withdrwal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Direct Plan- Growth option
-	SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Direct Plan- Income Distribution Cum Capital withdrawal option
-	SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Regular Plan- Growth option
-	SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Regular Plan- Income Distribution Cum Capital withdrawal option
-	SBI Fixed Maturity Plan (FMP)- Series 62 (191 Days)- Direct Plan- Growth option
-	SBI Fixed Maturity Plan (FMP)- Series 62 (191 Days)- Direct Plan- Income Distribution Cum Capital Withdrawal option
-	SBI Fixed Maturity Plan (FMP)- Series 62 (191 Days)- Regular Plan- Growth option
-	SBI Fixed Maturity Plan (FMP)- Series 62 (191 Days)- Regular Plan- Income Distribution Cum Capital Withdrawal option
-	SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Direct Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Regular Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Direct Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Regular Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Direct Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Regular Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Direct Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Regular Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Direct Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Regular Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 69 (367 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 69 (367 Days) - Direct Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 69 (367 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 69 (367 Days) - Regular Plan - IDCW Payout
-	SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Regular Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 71 (364 Days) - Direct Plan - Growth
-	SBI Fixed Maturity Plan (FMP) - Series 71 (364 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Fixed Maturity Plan (FMP) - Series 71 (364 Days) - Regular Plan - Growth
